year,district,province,urban_rural,material_type,waste_category,bin_color,segregation_required,composition_percent,total_generated_tons,recycled_tons,composted_tons,landfilled_tons,open_dumped_tons,recycling_rate_percent,wrong_disposal_rate_percent,correctly_segregated_percent,co2_saved_tons,economic_value_LKR
2015,Mannar,Northern,Rural,Plastic,Recyclable,Blue,True,7.0,2.1,0.16,0.0,0.81,1.13,7.5,49.7,50.3,0.14,2880
2015,Mannar,Northern,Rural,Metal,Recyclable,Blue,True,4.0,1.2,0.32,0.0,0.38,0.5,27.0,24.5,75.5,0.27,14400
2015,Mannar,Northern,Rural,Glass,Recyclable,Blue,True,3.0,0.9,0.12,0.0,0.37,0.41,13.8,28.0,72.0,0.1,960
2015,Mannar,Northern,Rural,Textile,Recyclable,Blue,True,4.0,1.2,0.1,0.0,0.55,0.55,8.7,32.5,67.5,0.09,500
2015,Mannar,Northern,Rural,E-waste,Hazardous,Red,False,2.0,0.6,0.0,0.0,0.32,0.28,0.1,38.2,61.8,0.0,0
2015,Mannar,Northern,Rural,Rubber/Wood,Inert,Black,False,4.0,1.2,0.0,0.0,0.68,0.52,1.9,49.8,50.2,0.0,0
2015,Kilinochchi,Northern,Rural,Organic/Food,Biodegradable,Green,False,64.0,16.0,0.0,0.96,8.0,7.04,3.4,50.7,49.3,0.0,0
2015,Kilinochchi,Northern,Rural,Paper,Recyclable,Blue,True,12.0,3.0,0.52,0.0,1.48,1.0,17.2,21.0,79.0,0.44,6240
2015,Kilinochchi,Northern,Rural,Plastic,Recyclable,Blue,True,7.0,1.75,0.13,0.0,0.82,0.8,7.4,44.6,55.4,0.11,2340
2015,Kilinochchi,Northern,Rural,Metal,Recyclable,Blue,True,4.0,1.0,0.27,0.0,0.4,0.33,26.9,20.5,79.5,0.23,12150
2015,Kilinochchi,Northern,Rural,Glass,Recyclable,Blue,True,3.0,0.75,0.09,0.0,0.32,0.34,11.4,33.7,66.3,0.08,720
2015,Kilinochchi,Northern,Rural,Textile,Recyclable,Blue,True,4.0,1.0,0.08,0.0,0.39,0.53,7.7,32.2,67.8,0.07,400
2015,Kilinochchi,Northern,Rural,E-waste,Hazardous,Red,False,2.0,0.5,0.0,0.0,0.25,0.25,1.7,33.9,66.1,0.0,0
2015,Kilinochchi,Northern,Rural,Rubber/Wood,Inert,Black,False,4.0,1.0,0.0,0.0,0.48,0.52,1.3,53.2,46.8,0.0,0
2015,Mullaitivu,Northern,Rural,Organic/Food,Biodegradable,Green,False,64.0,12.8,0.0,0.77,5.22,6.81,1.8,37.2,62.8,0.0,0
2015,Mullaitivu,Northern,Rural,Paper,Recyclable,Blue,True,12.0,2.4,0.4,0.0,1.0,1.0,16.6,54.3,45.7,0.34,4800
2015,Mullaitivu,Northern,Rural,Plastic,Recyclable,Blue,True,7.0,1.4,0.09,0.0,0.77,0.54,6.4,42.2,57.8,0.08,1620
2015,Mullaitivu,Northern,Rural,Metal,Recyclable,Blue,True,4.0,0.8,0.22,0.0,0.32,0.26,27.0,24.5,75.5,0.19,9900
2015,Mullaitivu,Northern,Rural,Glass,Recyclable,Blue,True,3.0,0.6,0.06,0.0,0.34,0.2,10.5,24.9,75.1,0.05,480
2015,Mullaitivu,Northern,Rural,Textile,Recyclable,Blue,True,4.0,0.8,0.07,0.0,0.45,0.28,8.6,32.1,67.9,0.06,350
2015,Mullaitivu,Northern,Rural,E-waste,Hazardous,Red,False,2.0,0.4,0.0,0.0,0.23,0.17,3.2,43.4,56.6,0.0,0
2015,Mullaitivu,Northern,Rural,Rubber/Wood,Inert,Black,False,4.0,0.8,0.0,0.0,0.52,0.28,0.0,21.4,78.6,0.0,0
2016,Colombo,Western,Urban,Organic/Food,Biodegradable,Green,False,64.0,623.2,0.0,37.39,355.45,230.36,4.0,12.8,87.2,0.0,0
2016,Colombo,Western,Urban,Paper,Recyclable,Blue,True,12.0,116.85,32.0,0.0,46.27,38.58,27.4,20.4,79.6,27.2,384000
2016,Colombo,Western,Urban,Plastic,Recyclable,Blue,True,7.0,68.16,6.39,0.0,35.11,26.66,9.4,21.6,78.4,5.43,115020
2016,Colombo,Western,Urban,Metal,Recyclable,Blue,True,4.0,38.95,18.28,0.0,8.6,12.07,46.9,29.6,70.4,15.54,822600
2016,Colombo,Western,Urban,Glass,Recyclable,Blue,True,3.0,29.21,5.93,0.0,13.92,9.36,20.3,31.6,68.4,5.04,47440
2016,Colombo,Western,Urban,Textile,Recyclable,Blue,True,4.0,38.95,5.8,0.0,20.87,12.28,14.9,15.5,84.5,4.93,29000
2016,Colombo,Western,Urban,E-waste,Hazardous,Red,False,2.0,19.47,0.0,0.0,9.99,9.48,3.9,13.0,87.0,0.0,0
2016,Colombo,Western,Urban,Rubber/Wood,Inert,Black,False,4.0,38.95,0.0,0.0,23.66,15.29,0.2,21.1,78.9,0.0,0
2016,Gampaha,Western,Urban,Organic/Food,Biodegradable,Green,False,64.0,314.88,0.0,18.89,172.49,123.5,5.8,20.5,79.5,0.0,0
2016,Gampaha,Western,Urban,Paper,Recyclable,Blue,True,12.0,59.04,17.72,0.0,23.07,18.25,30.0,14.8,85.2,15.06,212640
2016,Gampaha,Western,Urban,Plastic,Recyclable,Blue,True,7.0,34.44,3.93,0.0,12.47,18.04,11.4,21.8,78.2,3.34,70740
2016,Gampaha,Western,Urban,Metal,Recyclable,Blue,True,4.0,19.68,9.11,0.0,4.14,6.43,46.3,20.1,79.9,7.74,409950
2016,Gampaha,Western,Urban,Glass,Recyclable,Blue,True,3.0,14.76,2.94,0.0,6.5,5.32,19.9,15.3,84.7,2.5,23520
2016,Gampaha,Western,Urban,Textile,Recyclable,Blue,True,4.0,19.68,2.5,0.0,11.18,6.0,12.7,16.7,83.3,2.12,12500
2016,Gampaha,Western,Urban,E-waste,Hazardous,Red,False,2.0,9.84,0.0,0.0,6.08,3.76,1.5,11.2,88.8,0.0,0
2016,Gampaha,Western,Urban,Rubber/Wood,Inert,Black,False,4.0,19.68,0.0,0.0,10.86,8.82,2.9,26.3,73.7,0.0,0
2016,Kalutara,Western,Rural,Organic/Food,Biodegradable,Green,False,64.0,137.76,0.0,8.27,71.0,58.49,4.4,23.0,77.0,0.0,0
2016,Kalutara,Western,Rural,Paper,Recyclable,Blue,True,12.0,25.83,4.65,0.0,9.64,11.54,18.0,46.1,53.9,3.95,55800
2016,Kalutara,Western,Rural,Plastic,Recyclable,Blue,True,7.0,15.07,0.94,0.0,9.13,5.0,6.2,29.9,70.1,0.8,16920
2016,Kalutara,Western,Rural,Metal,Recyclable,Blue,True,4.0,8.61,2.4,0.0,2.24,3.97,27.9,40.0,60.0,2.04,108000
2016,Kalutara,Western,Rural,Glass,Recyclable,Blue,True,3.0,6.46,0.75,0.0,2.18,3.53,11.6,41.2,58.8,0.64,6000
2016,Kalutara,Western,Rural,Textile,Recyclable,Blue,True,4.0,8.61,0.61,0.0,5.2,2.8,7.1,25.4,74.6,0.52,3050
2016,Kalutara,Western,Rural,E-waste,Hazardous,Red,False,2.0,4.3,0.0,0.0,2.84,1.46,0.6,26.5,73.5,0.0,0
2016,Kalutara,Western,Rural,Rubber/Wood,Inert,Black,False,4.0,8.61,0.0,0.0,5.65,2.96,0.0,51.4,48.6,0.0,0
2016,Kandy,Central,Urban,Organic/Food,Biodegradable,Green,False,64.0,203.36,0.0,12.2,103.49,87.67,3.6,19.1,80.9,0.0,0
2016,Kandy,Central,Urban,Paper,Recyclable,Blue,True,12.0,38.13,11.8,0.0,13.82,12.51,31.0,18.7,81.3,10.03,141600
2016,Kandy,Central,Urban,Plastic,Recyclable,Blue,True,7.0,22.24,2.77,0.0,7.99,11.48,12.4,30.1,69.9,2.35,49860
2016,Kandy,Central,Urban,Metal,Recyclable,Blue,True,4.0,12.71,5.75,0.0,2.6,4.36,45.2,26.1,73.9,4.89,258750
2016,Kandy,Central,Urban,Glass,Recyclable,Blue,True,3.0,9.53,2.05,0.0,3.29,4.19,21.5,23.4,76.6,1.74,16400
2016,Kandy,Central,Urban,Textile,Recyclable,Blue,True,4.0,12.71,1.57,0.0,4.88,6.26,12.3,13.1,86.9,1.33,7850
2016,Kandy,Central,Urban,E-waste,Hazardous,Red,False,2.0,6.36,0.0,0.0,3.78,2.58,1.9,21.7,78.3,0.0,0
2016,Kandy,Central,Urban,Rubber/Wood,Inert,Black,False,4.0,12.71,0.0,0.0,8.53,4.18,0.3,24.5,75.5,0.0,0
2016,Matale,Central,Rural,Organic/Food,Biodegradable,Green,False,64.0,62.32,0.0,3.74,30.83,27.75,2.4,25.4,74.6,0.0,0
2016,Matale,Central,Rural,Paper,Recyclable,Blue,True,12.0,11.68,2.08,0.0,4.54,5.06,17.8,21.8,78.2,1.77,24960
2016,Matale,Central,Rural,Plastic,Recyclable,Blue,True,7.0,6.82,0.4,0.0,4.14,2.28,5.8,22.2,77.8,0.34,7200
2016,Matale,Central,Rural,Metal,Recyclable,Blue,True,4.0,3.89,1.18,0.0,1.23,1.48,30.4,48.3,51.7,1.0,53100
2016,Matale,Central,Rural,Glass,Recyclable,Blue,True,3.0,2.92,0.33,0.0,1.22,1.37,11.2,46.6,53.4,0.28,2640
2016,Matale,Central,Rural,Textile,Recyclable,Blue,True,4.0,3.89,0.33,0.0,1.93,1.63,8.5,34.4,65.6,0.28,1650
2016,Matale,Central,Rural,E-waste,Hazardous,Red,False,2.0,1.95,0.0,0.0,0.91,1.04,1.0,49.1,50.9,0.0,0
2016,Matale,Central,Rural,Rubber/Wood,Inert,Black,False,4.0,3.89,0.0,0.0,2.6,1.29,2.7,45.6,54.4,0.0,0
2016,Nuwara Eliya,Central,Rural,Organic/Food,Biodegradable,Green,False,64.0,55.76,0.0,3.35,33.16,19.25,5.0,22.3,77.7,0.0,0
2016,Nuwara Eliya,Central,Rural,Paper,Recyclable,Blue,True,12.0,10.45,1.97,0.0,3.84,4.64,18.8,49.5,50.5,1.67,23640
2016,Nuwara Eliya,Central,Rural,Plastic,Recyclable,Blue,True,7.0,6.1,0.31,0.0,2.75,3.04,5.1,27.1,72.9,0.26,5580
2016,Nuwara Eliya,Central,Rural,Metal,Recyclable,Blue,True,4.0,3.48,0.94,0.0,1.35,1.19,27.1,48.5,51.5,0.8,42300
2016,Nuwara Eliya,Central,Rural,Glass,Recyclable,Blue,True,3.0,2.61,0.34,0.0,1.15,1.12,12.8,32.6,67.4,0.29,2720
2016,Nuwara Eliya,Central,Rural,Textile,Recyclable,Blue,True,4.0,3.48,0.34,0.0,1.75,1.39,9.6,48.6,51.4,0.29,1700
2016,Nuwara Eliya,Central,Rural,E-waste,Hazardous,Red,False,2.0,1.74,0.0,0.0,1.05,0.69,1.4,36.2,63.8,0.0,0
2016,Nuwara Eliya,Central,Rural,Rubber/Wood,Inert,Black,False,4.0,3.48,0.0,0.0,1.79,1.69,0.0,37.6,62.4,0.0,0
2016,Galle,Southern,Urban,Organic/Food,Biodegradable,Green,False,64.0,124.64,0.0,7.48,51.74,65.42,4.2,18.4,81.6,0.0,0
2016,Galle,Southern,Urban,Paper,Recyclable,Blue,True,12.0,23.37,6.82,0.0,4.24,12.31,29.2,24.9,75.1,5.8,81840
2016,Galle,Southern,Urban,Plastic,Recyclable,Blue,True,7.0,13.63,1.23,0.0,5.11,7.29,9.0,24.9,75.1,1.05,22140
2016,Galle,Southern,Urban,Metal,Recyclable,Blue,True,4.0,7.79,3.55,0.0,1.63,2.61,45.5,29.4,70.6,3.02,159750
2016,Galle,Southern,Urban,Glass,Recyclable,Blue,True,3.0,5.84,1.18,0.0,2.13,2.53,20.3,32.1,67.9,1.0,9440
2016,Galle,Southern,Urban,Textile,Recyclable,Blue,True,4.0,7.79,1.12,0.0,4.04,2.63,14.3,16.4,83.6,0.95,5600
2016,Galle,Southern,Urban,E-waste,Hazardous,Red,False,2.0,3.89,0.0,0.0,2.0,1.89,1.6,8.9,91.1,0.0,0
2016,Galle,Southern,Urban,Rubber/Wood,Inert,Black,False,4.0,7.79,0.0,0.0,3.97,3.82,1.6,31.7,68.3,0.0,0
2016,Matara,Southern,Rural,Organic/Food,Biodegradable,Green,False,64.0,101.68,0.0,6.1,44.2,51.38,2.6,23.9,76.1,0.0,0
2016,Matara,Southern,Rural,Paper,Recyclable,Blue,True,12.0,19.06,3.67,0.0,9.06,6.33,19.2,33.9,66.1,3.12,44040
2016,Matara,Southern,Rural,Plastic,Recyclable,Blue,True,7.0,11.12,0.85,0.0,6.52,3.75,7.7,28.0,72.0,0.72,15300
2016,Matara,Southern,Rural,Metal,Recyclable,Blue,True,4.0,6.36,1.86,0.0,1.45,3.05,29.3,42.4,57.6,1.58,83700
2016,Matara,Southern,Rural,Glass,Recyclable,Blue,True,3.0,4.77,0.62,0.0,2.07,2.08,13.0,28.8,71.2,0.53,4960
2016,Matara,Southern,Rural,Textile,Recyclable,Blue,True,4.0,6.36,0.48,0.0,3.68,2.2,7.5,51.8,48.2,0.41,2400
2016,Matara,Southern,Rural,E-waste,Hazardous,Red,False,2.0,3.18,0.0,0.0,1.91,1.27,2.0,36.2,63.8,0.0,0
2016,Matara,Southern,Rural,Rubber/Wood,Inert,Black,False,4.0,6.36,0.0,0.0,4.21,2.15,2.6,40.5,59.5,0.0,0
2016,Hambantota,Southern,Rural,Organic/Food,Biodegradable,Green,False,64.0,59.04,0.0,3.54,28.76,26.74,3.3,20.6,79.4,0.0,0
2016,Hambantota,Southern,Rural,Paper,Recyclable,Blue,True,12.0,11.07,2.14,0.0,3.03,5.9,19.4,39.8,60.2,1.82,25680
2016,Hambantota,Southern,Rural,Plastic,Recyclable,Blue,True,7.0,6.46,0.47,0.0,2.56,3.43,7.3,44.8,55.2,0.4,8460
2016,Hambantota,Southern,Rural,Metal,Recyclable,Blue,True,4.0,3.69,1.0,0.0,1.05,1.64,27.0,41.2,58.8,0.85,45000
2016,Hambantota,Southern,Rural,Glass,Recyclable,Blue,True,3.0,2.77,0.33,0.0,1.1,1.34,11.9,52.7,47.3,0.28,2640
2016,Hambantota,Southern,Rural,Textile,Recyclable,Blue,True,4.0,3.69,0.36,0.0,1.81,1.52,9.8,24.0,76.0,0.31,1800
2016,Hambantota,Southern,Rural,E-waste,Hazardous,Red,False,2.0,1.84,0.0,0.0,0.9,0.94,3.6,24.4,75.6,0.0,0
2016,Hambantota,Southern,Rural,Rubber/Wood,Inert,Black,False,4.0,3.69,0.0,0.0,1.78,1.91,2.5,38.2,61.8,0.0,0
2016,Jaffna,Northern,Urban,Organic/Food,Biodegradable,Green,False,64.0,78.72,0.0,4.72,42.53,31.47,5.6,9.5,90.5,0.0,0
2016,Jaffna,Northern,Urban,Paper,Recyclable,Blue,True,12.0,14.76,4.19,0.0,3.18,7.39,28.4,8.1,91.9,3.56,50280
2016,Jaffna,Northern,Urban,Plastic,Recyclable,Blue,True,7.0,8.61,0.85,0.0,4.32,3.44,9.9,22.5,77.5,0.72,15300
2016,Jaffna,Northern,Urban,Metal,Recyclable,Blue,True,4.0,4.92,2.35,0.0,0.67,1.9,47.9,17.4,82.6,2.0,105750
2016,Jaffna,Northern,Urban,Glass,Recyclable,Blue,True,3.0,3.69,0.77,0.0,1.4,1.52,20.7,14.1,85.9,0.65,6160
2016,Jaffna,Northern,Urban,Textile,Recyclable,Blue,True,4.0,4.92,0.64,0.0,2.63,1.65,13.0,12.8,87.2,0.54,3200
2016,Jaffna,Northern,Urban,E-waste,Hazardous,Red,False,2.0,2.46,0.0,0.0,1.46,1.0,2.6,32.7,67.3,0.0,0
2016,Jaffna,Northern,Urban,Rubber/Wood,Inert,Black,False,4.0,4.92,0.0,0.0,2.73,2.19,0.8,25.1,74.9,0.0,0
2016,Kurunegala,North Western,Rural,Organic/Food,Biodegradable,Green,False,64.0,131.2,0.0,7.87,62.21,61.12,1.3,26.2,73.8,0.0,0
2016,Kurunegala,North Western,Rural,Paper,Recyclable,Blue,True,12.0,24.6,4.85,0.0,11.46,8.29,19.7,34.5,65.5,4.12,58200
2016,Kurunegala,North Western,Rural,Plastic,Recyclable,Blue,True,7.0,14.35,0.69,0.0,5.78,7.88,4.8,37.6,62.4,0.59,12420
2016,Kurunegala,North Western,Rural,Metal,Recyclable,Blue,True,4.0,8.2,2.36,0.0,3.24,2.6,28.8,46.2,53.8,2.01,106200
2016,Kurunegala,North Western,Rural,Glass,Recyclable,Blue,True,3.0,6.15,0.68,0.0,2.24,3.23,11.0,27.2,72.8,0.58,5440
2016,Kurunegala,North Western,Rural,Textile,Recyclable,Blue,True,4.0,8.2,0.56,0.0,5.11,2.53,6.9,36.5,63.5,0.48,2800
2016,Kurunegala,North Western,Rural,E-waste,Hazardous,Red,False,2.0,4.1,0.0,0.0,2.8,1.3,1.9,47.1,52.9,0.0,0
2016,Kurunegala,North Western,Rural,Rubber/Wood,Inert,Black,False,4.0,8.2,0.0,0.0,4.66,3.54,0.6,35.4,64.6,0.0,0
2016,Puttalam,North Western,Rural,Organic/Food,Biodegradable,Green,False,64.0,55.76,0.0,3.35,27.88,24.53,2.9,25.4,74.6,0.0,0
2016,Puttalam,North Western,Rural,Paper,Recyclable,Blue,True,12.0,10.45,1.73,0.0,3.33,5.39,16.6,53.1,46.9,1.47,20760
2016,Puttalam,North Western,Rural,Plastic,Recyclable,Blue,True,7.0,6.1,0.37,0.0,3.49,2.24,6.0,42.5,57.5,0.31,6660
2016,Puttalam,North Western,Rural,Metal,Recyclable,Blue,True,4.0,3.48,0.98,0.0,1.43,1.07,28.1,25.5,74.5,0.83,44100
2016,Puttalam,North Western,Rural,Glass,Recyclable,Blue,True,3.0,2.61,0.34,0.0,1.06,1.21,13.0,20.9,79.1,0.29,2720
2016,Puttalam,North Western,Rural,Textile,Recyclable,Blue,True,4.0,3.48,0.24,0.0,1.99,1.25,7.0,43.5,56.5,0.2,1200
2016,Puttalam,North Western,Rural,E-waste,Hazardous,Red,False,2.0,1.74,0.0,0.0,1.17,0.57,0.0,48.0,52.0,0.0,0
2016,Puttalam,North Western,Rural,Rubber/Wood,Inert,Black,False,4.0,3.48,0.0,0.0,1.87,1.61,0.0,28.3,71.7,0.0,0
2016,Anuradhapura,North Central,Rural,Organic/Food,Biodegradable,Green,False,64.0,85.28,0.0,5.12,49.39,30.77,1.6,45.3,54.7,0.0,0
2016,Anuradhapura,North Central,Rural,Paper,Recyclable,Blue,True,12.0,15.99,3.08,0.0,4.79,8.12,19.3,33.9,66.1,2.62,36960
2016,Anuradhapura,North Central,Rural,Plastic,Recyclable,Blue,True,7.0,9.33,0.67,0.0,5.38,3.28,7.2,30.3,69.7,0.57,12060
2016,Anuradhapura,North Central,Rural,Metal,Recyclable,Blue,True,4.0,5.33,1.6,0.0,2.11,1.62,30.0,23.0,77.0,1.36,72000
2016,Anuradhapura,North Central,Rural,Glass,Recyclable,Blue,True,3.0,4.0,0.44,0.0,2.33,1.23,11.0,26.4,73.6,0.37,3520
2016,Anuradhapura,North Central,Rural,Textile,Recyclable,Blue,True,4.0,5.33,0.45,0.0,2.72,2.16,8.5,51.2,48.8,0.38,2250
2016,Anuradhapura,North Central,Rural,E-waste,Hazardous,Red,False,2.0,2.67,0.0,0.0,1.64,1.03,2.9,29.1,70.9,0.0,0
2016,Anuradhapura,North Central,Rural,Rubber/Wood,Inert,Black,False,4.0,5.33,0.0,0.0,2.94,2.39,0.3,29.4,70.6,0.0,0
2016,Polonnaruwa,North Central,Rural,Organic/Food,Biodegradable,Green,False,64.0,45.92,0.0,2.76,24.68,18.48,3.7,39.3,60.7,0.0,0
2016,Polonnaruwa,North Central,Rural,Paper,Recyclable,Blue,True,12.0,8.61,1.52,0.0,3.87,3.22,17.6,53.2,46.8,1.29,18240
2016,Polonnaruwa,North Central,Rural,Plastic,Recyclable,Blue,True,7.0,5.02,0.38,0.0,2.96,1.68,7.6,50.4,49.6,0.32,6840
2016,Polonnaruwa,North Central,Rural,Metal,Recyclable,Blue,True,4.0,2.87,0.81,0.0,0.56,1.5,28.4,48.0,52.0,0.69,36450
2016,Polonnaruwa,North Central,Rural,Glass,Recyclable,Blue,True,3.0,2.15,0.26,0.0,1.23,0.66,11.9,29.4,70.6,0.22,2080
2016,Polonnaruwa,North Central,Rural,Textile,Recyclable,Blue,True,4.0,2.87,0.24,0.0,1.31,1.32,8.3,29.0,71.0,0.2,1200
2016,Polonnaruwa,North Central,Rural,E-waste,Hazardous,Red,False,2.0,1.44,0.0,0.0,0.71,0.73,0.2,54.5,45.5,0.0,0
2016,Polonnaruwa,North Central,Rural,Rubber/Wood,Inert,Black,False,4.0,2.87,0.0,0.0,1.89,0.98,0.9,29.5,70.5,0.0,0
2016,Badulla,Uva,Rural,Organic/Food,Biodegradable,Green,False,64.0,72.16,0.0,4.33,29.69,38.14,1.3,24.1,75.9,0.0,0
2016,Badulla,Uva,Rural,Paper,Recyclable,Blue,True,12.0,13.53,2.46,0.0,6.08,4.99,18.2,39.4,60.6,2.09,29520
2016,Badulla,Uva,Rural,Plastic,Recyclable,Blue,True,7.0,7.89,0.56,0.0,3.33,4.0,7.1,27.2,72.8,0.48,10080
2016,Badulla,Uva,Rural,Metal,Recyclable,Blue,True,4.0,4.51,1.19,0.0,1.81,1.51,26.5,51.5,48.5,1.01,53550
2016,Badulla,Uva,Rural,Glass,Recyclable,Blue,True,3.0,3.38,0.46,0.0,1.4,1.52,13.7,41.0,59.0,0.39,3680
2016,Badulla,Uva,Rural,Textile,Recyclable,Blue,True,4.0,4.51,0.4,0.0,2.56,1.55,8.8,52.0,48.0,0.34,2000
2016,Badulla,Uva,Rural,E-waste,Hazardous,Red,False,2.0,2.25,0.0,0.0,1.36,0.89,1.3,38.2,61.8,0.0,0
2016,Badulla,Uva,Rural,Rubber/Wood,Inert,Black,False,4.0,4.51,0.0,0.0,2.97,1.54,0.0,45.8,54.2,0.0,0
2016,Monaragala,Uva,Rural,Organic/Food,Biodegradable,Green,False,64.0,36.08,0.0,2.16,17.66,16.26,1.6,28.6,71.4,0.0,0
2016,Monaragala,Uva,Rural,Paper,Recyclable,Blue,True,12.0,6.76,1.18,0.0,3.06,2.52,17.4,32.4,67.6,1.0,14160
2016,Monaragala,Uva,Rural,Plastic,Recyclable,Blue,True,7.0,3.95,0.29,0.0,2.18,1.48,7.4,39.8,60.2,0.25,5220
2016,Monaragala,Uva,Rural,Metal,Recyclable,Blue,True,4.0,2.25,0.64,0.0,0.56,1.05,28.3,52.8,47.2,0.54,28800
2016,Monaragala,Uva,Rural,Glass,Recyclable,Blue,True,3.0,1.69,0.22,0.0,0.87,0.6,13.1,21.1,78.9,0.19,1760
2016,Monaragala,Uva,Rural,Textile,Recyclable,Blue,True,4.0,2.25,0.16,0.0,1.08,1.01,7.2,21.8,78.2,0.14,800
2016,Monaragala,Uva,Rural,E-waste,Hazardous,Red,False,2.0,1.13,0.0,0.0,0.62,0.51,1.6,31.7,68.3,0.0,0
2016,Monaragala,Uva,Rural,Rubber/Wood,Inert,Black,False,4.0,2.25,0.0,0.0,1.52,0.73,1.9,22.6,77.4,0.0,0
2016,Ratnapura,Sabaragamuwa,Rural,Organic/Food,Biodegradable,Green,False,64.0,78.72,0.0,4.72,40.63,33.37,4.2,44.1,55.9,0.0,0
2016,Ratnapura,Sabaragamuwa,Rural,Paper,Recyclable,Blue,True,12.0,14.76,2.6,0.0,6.82,5.34,17.6,48.7,51.3,2.21,31200
2016,Ratnapura,Sabaragamuwa,Rural,Plastic,Recyclable,Blue,True,7.0,8.61,0.66,0.0,3.87,4.08,7.7,29.5,70.5,0.56,11880
2016,Ratnapura,Sabaragamuwa,Rural,Metal,Recyclable,Blue,True,4.0,4.92,1.42,0.0,1.58,1.92,28.8,23.2,76.8,1.21,63900
2016,Ratnapura,Sabaragamuwa,Rural,Glass,Recyclable,Blue,True,3.0,3.69,0.51,0.0,1.95,1.23,13.8,53.3,46.7,0.43,4080
2016,Ratnapura,Sabaragamuwa,Rural,Textile,Recyclable,Blue,True,4.0,4.92,0.39,0.0,2.83,1.7,7.9,39.0,61.0,0.33,1950
2016,Ratnapura,Sabaragamuwa,Rural,E-waste,Hazardous,Red,False,2.0,2.46,0.0,0.0,1.27,1.19,3.1,48.2,51.8,0.0,0
2016,Ratnapura,Sabaragamuwa,Rural,Rubber/Wood,Inert,Black,False,4.0,4.92,0.0,0.0,2.59,2.33,1.4,49.7,50.3,0.0,0
2016,Kegalle,Sabaragamuwa,Rural,Organic/Food,Biodegradable,Green,False,64.0,59.04,0.0,3.54,30.56,24.94,2.2,27.7,72.3,0.0,0
2016,Kegalle,Sabaragamuwa,Rural,Paper,Recyclable,Blue,True,12.0,11.07,2.19,0.0,2.95,5.93,19.8,21.4,78.6,1.86,26280
2016,Kegalle,Sabaragamuwa,Rural,Plastic,Recyclable,Blue,True,7.0,6.46,0.47,0.0,2.56,3.43,7.3,26.3,73.7,0.4,8460
2016,Kegalle,Sabaragamuwa,Rural,Metal,Recyclable,Blue,True,4.0,3.69,1.06,0.0,0.68,1.95,28.7,21.2,78.8,0.9,47700
2016,Kegalle,Sabaragamuwa,Rural,Glass,Recyclable,Blue,True,3.0,2.77,0.36,0.0,1.37,1.04,13.0,52.4,47.6,0.31,2880
2016,Kegalle,Sabaragamuwa,Rural,Textile,Recyclable,Blue,True,4.0,3.69,0.37,0.0,1.34,1.98,10.0,36.6,63.4,0.31,1850
2016,Kegalle,Sabaragamuwa,Rural,E-waste,Hazardous,Red,False,2.0,1.84,0.0,0.0,0.9,0.94,3.1,31.2,68.8,0.0,0
2016,Kegalle,Sabaragamuwa,Rural,Rubber/Wood,Inert,Black,False,4.0,3.69,0.0,0.0,2.55,1.14,2.1,40.9,59.1,0.0,0
2016,Trincomalee,Eastern,Rural,Organic/Food,Biodegradable,Green,False,64.0,52.48,0.0,3.15,32.0,17.33,2.2,22.7,77.3,0.0,0
2016,Trincomalee,Eastern,Rural,Paper,Recyclable,Blue,True,12.0,9.84,1.84,0.0,4.21,3.79,18.6,45.4,54.6,1.56,22080
2016,Trincomalee,Eastern,Rural,Plastic,Recyclable,Blue,True,7.0,5.74,0.27,0.0,3.3,2.17,4.8,38.9,61.1,0.23,4860
2016,Trincomalee,Eastern,Rural,Metal,Recyclable,Blue,True,4.0,3.28,0.97,0.0,1.06,1.25,29.6,41.9,58.1,0.82,43650
2016,Trincomalee,Eastern,Rural,Glass,Recyclable,Blue,True,3.0,2.46,0.34,0.0,1.0,1.12,13.7,28.2,71.8,0.29,2720
2016,Trincomalee,Eastern,Rural,Textile,Recyclable,Blue,True,4.0,3.28,0.2,0.0,1.38,1.7,6.2,20.7,79.3,0.17,1000
2016,Trincomalee,Eastern,Rural,E-waste,Hazardous,Red,False,2.0,1.64,0.0,0.0,0.93,0.71,3.1,52.9,47.1,0.0,0
2016,Trincomalee,Eastern,Rural,Rubber/Wood,Inert,Black,False,4.0,3.28,0.0,0.0,1.48,1.8,2.0,32.3,67.7,0.0,0
2016,Batticaloa,Eastern,Rural,Organic/Food,Biodegradable,Green,False,64.0,59.04,0.0,3.54,31.86,23.64,4.3,36.8,63.2,0.0,0
2016,Batticaloa,Eastern,Rural,Paper,Recyclable,Blue,True,12.0,11.07,2.03,0.0,3.3,5.74,18.4,54.4,45.6,1.73,24360
2016,Batticaloa,Eastern,Rural,Plastic,Recyclable,Blue,True,7.0,6.46,0.49,0.0,3.36,2.61,7.6,34.7,65.3,0.42,8820
2016,Batticaloa,Eastern,Rural,Metal,Recyclable,Blue,True,4.0,3.69,1.08,0.0,1.28,1.33,29.4,23.9,76.1,0.92,48600
2016,Batticaloa,Eastern,Rural,Glass,Recyclable,Blue,True,3.0,2.77,0.32,0.0,1.42,1.03,11.6,30.4,69.6,0.27,2560
2016,Batticaloa,Eastern,Rural,Textile,Recyclable,Blue,True,4.0,3.69,0.26,0.0,2.28,1.15,7.1,20.6,79.4,0.22,1300
